"County Name","District Name","District City","School Name","School Street Address","School City","School State","School Zip","Phone","Fax","Email Address","School Principal","Grade Range","Enrollment"
"HARRIS COUNTY","EXCEL ACADEMY","HOUSTON","LEADERSHIP ACADEMY","9120 KATY HOCKLEY RD","KATY","TX","77449","(713) 222-4629","(713) 222-4685","kenya.warren@hcjpd.hxtx.net","KAOENYA WARREN   ","'03-AE","86"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP HOUSTON H S","10711 KIPP WAY","HOUSTON","TX","77099","(832) 328-1051","(832) 838-4293","kestrella@kipphouston.org","KEN ESTRELLA   ","'09-12","525"
"TARRANT COUNTY","UPLIFT EDUCATION-SUMMIT INTERNATIONAL PREPARATORY","IRVING","SUMMIT INTERNATIONAL PREPARATORY","606 E ROYAL LN","IRVING","TX","75039","(817) 287-5121","(817) 287-5132","kevans@uplifteducation.org","KAREN EVANS   ","'09-12","131"
"TARRANT COUNTY","UPLIFT EDUCATION-SUMMIT INTERNATIONAL PREPARATORY","IRVING","MIDDLE CAMPUS","606 E ROYAL LN","IRVING","TX","75039","(817) 287-5121","(817) 287-5132","kevans@uplifteducation.org","KAREN EVANS   ","'06-08","153"
"BRAZOS COUNTY","BRAZOS SCHOOL FOR INQUIRY & CREATIVITY","BRYAN","BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY GANO","410 BETHEL LN","BRYAN","TX","77802","(713) 691-9500","(713) 691-9502","kgreenwood@thebrazosschool.org","    ","'PK-08","83"
"PANOLA COUNTY","PANOLA CHARTER SCHOOL","CARTHAGE","PANOLA EARLY COLLEGE H S","P O BOX 610","CARTHAGE","TX","75633","(903) 694-4029"," ","kibryan@panolacharterschool.net","    ","'08-12","29"
"HARRIS COUNTY","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","HOUSTON","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","2950 BROADWAY","HOUSTON","TX","77017","(713) 640-3784","(713) 644-6232","king.k@tccc-ryss.org","PHILIP CANO   ","'06-08","343"
"HARRIS COUNTY","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","HOUSTON","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","2950 BROADWAY","HOUSTON","TX","77017","(713) 640-3784","(713) 644-6232","king.k@tccc-ryss.org","MARIA BARRIENTOS   ","'PK-05","340"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","M L KING ACADEMY","3501 MARTIN LUTHER KING DR","SAN ANTONIO","TX","78220-2399","(210) 978-7935","(210) 223-6907","kingel@saisd.net","NIKKI FOLEY-DEMBY   ","'EE-08","476"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF SAN ANTONIO","P O BOX 292730","LEWISVILLE","TX","75029","(210) 524-8103","(866) 365-9509","kjackson@responsiveed.com","    ","'06-12","0"
"DALLAS COUNTY","HONORS ACADEMY","DALLAS","WILMER ACADEMY","12300 FORD RD STE 270","DALLAS","TX","75234","(972) 525-3051","(214) 526-3373","kjohnson@honorsacademy.org","DR KITT SQUARE-JOHNSON   ","'KG-08","232"
"DALLAS COUNTY","JEAN MASSIEU ACADEMY","ARLINGTON","JEAN MASSIEU ACADEMY","823 N CENTER ST","ARLINGTON","TX","76011","(817) 460-0396","(817) 460-9867","kjohnson@jmaisd.org","KATHI JOHNSON   ","'PK-12","124"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","HIGHLAND HTS EL","865 PAUL QUINN ST","HOUSTON","TX","77091-4154","(713) 696-2920","(713) 696-2922","kjones5@houstonisd.org","MS KETTISHA JONES   ","'EE-05","643"
"DALLAS COUNTY","RICHLAND COLLEGIATE HIGH SCHOOL","DALLAS","RICHLAND COLLEGIATE HS OF MATH SCIENCE ENGINEERING","12800 ABRAMS RD","DALLAS","TX","75243-2199","(972) 761-6888","(972) 761-6890","KKEdney@dcccd.edu","MS KRISTYN EDNEY   ","'11 12","400"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF FORT WORTH","P O BOX 292730","LEWISVILLE","TX","75029","(817) 731-2028","(817) 731-2129","kkidd@responsiveed.com","    ","'06-12","0"
"TARRANT COUNTY","FORT WORTH CAN ACADEMY","DALLAS","FORT WORTH CAN ACADEMY","4301 CAMPUS DR STE D","FORT WORTH","TX","76119","(817) 531-3223","(817) 531-0443","klewis@texanscan.org","KU-MASI LEWIS   ","'09-12","350"
"TRAVIS COUNTY","KIPP AUSTIN PUBLIC SCHOOLS INC","AUSTIN","KIPP AUSTIN ACADEMY OF ARTS & LETTERS","8509 FM 969 BLDG A","AUSTIN","TX","78724","(512) 501-3640","(512) 501-3641","knewman@kippaustin.org","KEVIN NEWMAN   ","'05-08","213"
"TRAVIS COUNTY","CHAPARRAL STAR ACADEMY","AUSTIN","STAR CHARTER SCHOOL","14046 SUMMIT DR","AUSTIN","TX","78728","(512) 989-2672","(512) 989-3150","kris_barnett@starcharterschool.org","MARSHA HAGIN   ","'KG-12","346"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","ISCHOOL H S","P O BOX 292730","LEWISVILLE","TX","75029","(972) 317-2470","(972) 397-1633","krogers@ischoolhigh.com","KAYE ROGERS   ","'PK-12","273"
"DALLAS COUNTY","UPLIFT EDUCATION - PEAK PREPARATORY","IRVING","UPLIFT EDUCATION - PINNACLE PREP PRI","606 E ROYAL LN","IRVING","TX","75039","(214) 442-6100","(214) 442-6181","ksalerno@uplifteducation.org","KAREN SALERNO   ","'KG-05","0"
"HARRIS COUNTY","VICTORY PREP","HOUSTON","VICTORY PREP","2903 JENSEN DR","HOUSTON","TX","77026","(713) 229-0560","(832) 250-7072","kstewart@vprep.org","    ","'09-12","0"
"HARRIS COUNTY","VICTORY PREP","HOUSTON","VICTORY PREP","2903 JENSEN DR","HOUSTON","TX","77026","(713) 229-0560","(832) 250-7072","kstewart@vprep.org","    ","'PK-12","0"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","YOUNG LEARNERS","3333 BERING DRSTE 200","HOUSTON","TX","77057-6718","(713) 784-1215","(713) 780-2338","KTROUTMA@houstonisd.org","MS KRISTINA TROUTMAN   ","'PK","1939"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","VISTA ACADEMY OF WILLIS","P O BOX 292730","LEWISVILLE","TX","75029","(936) 890-0100","(936) 890-0110","kyoung@vista-academies.com","KIM YOUNG   ","'PK-12","314"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","VISTA ACADEMY OF HUNTSVILLE","P O BOX 292730","LEWISVILLE","TX","75029","(936) 291-0203","(936) 293-8096","lbranch@responsiveed.com","LISA BRANCH   ","'PK-12","259"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","ENERGIZED FOR STEM ACADEMY INC H S SE","9220 JUTLAND RD","HOUSTON","TX","77033","(713) 749-8876","(713) 773-3630","lbullock@houstonisd.org","MS LOIS BULLOCK   ","'09-12","148"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","ENERGIZED FOR EXCELLENCE EARLY CHILDHOOD ACAD","6201 BISSONNET","HOUSTON","TX","77081","(713) 773-3600","(713) 773-3630","lbullock@houstonisd.org","MS LOIS BULLOCK   ","'PK KG","1170"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","ENERGIZED FOR EXCELLENCE ACADEMY","6201 BISSONNET","HOUSTON","TX","77081-6809","(713) 773-3600","(713) 773-3630","lbullock@houstonisd.org","MS LOIS BULLOCK   ","'01-05","1229"
"HARRIS COUNTY","JUAN B GALAVIZ CHARTER SCHOOL","HOUSTON","JUAN B GALAVIZ CHARTER SCHOOL","1507 LITTLE YORK","HOUSTON","TX","77083-5187","(832) 300-6010","(832) 300-6013","lcano@galavizacademy.org","LUIS R CANO   ","'05-12","66"
"HARRIS COUNTY","ARISTOI CLASSICAL ACADEMY","KATY","ARISTOI CLASSICAL ACADEMY","5618 W 11TH","KATY","TX","77493","(281) 391-5003","(281) 391-5010","lcummins@aristoiclassical.org","LYNN CUMMINS   ","'KG-08","305"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PARADIGM ACCELERATED SCHOOL","P O BOX 292730","LEWISVILLE","TX","75029","(254) 445-4844","(254) 445-4907","learn@pacworks.com","RONALD E JOHNSON   ","'07-12","191"
"DALLAS COUNTY","HONORS ACADEMY","DALLAS","PINNACLE SCHOOL","6550 CAMP BOWIE BLVD STE 110","FORT WORTH","TX","76107","(817) 735-8527","(817) 735-1910","leikenberry@honorsacademy.org","LINDA EIKENBERRY   ","'KG-08","259"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","INSPIRED FOR EXCELLENCE ACADEMY WEST","6333 S BRAESWOOD","HOUSTON","TX","77096-3699","(713) 772-2200","(713) 772-2207","LGILMOR3@HOUSTONISD.ORG","LETHA GILMORE   ","'05-08","115"
"NACOGDOCHES COUNTY","STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL","NACOGDOCHES","STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL","P O BOX 6072 SFA STA","NACOGDOCHES","TX","75962","(936) 468-5899","(936) 468-7015","lhagan@sfasu.edu","LYSA HAGAN   ","'KG-05","261"
"BELL COUNTY","ORENDA CHARTER SCHOOL","GEORGETOWN","NEW HORIZONS","P O BOX 549","GOLDTHWAITE","TX","76844","(325) 938-5513","(325) 938-5512","linda.kelly@orendaeducation.org","AMY DICKSON   ","'KG-12","52"
"DENTON COUNTY","TEXAS EDUCATION CENTERS","LITTLE ELM","EDUCATION CENTER AT LITTLE ELM","9146 LONESOME DOVE","LITTLE ELM","TX","75068","(972) 292-3562","(972) 292-2373","lisa_c_stanley@hotmail.com","DR LISA STANLEY   ","'KG-12","182"
"DENTON COUNTY","TEXAS EDUCATION CENTERS","LITTLE ELM","THE EDUCATION CENTER IN LEWISVILLE","100 E PARK STE A","LITTLE ELM","TX","75068","(972) 221-3564","(972) 292-2373","lisa_c_stanley@hotmail.com","ERIC HOLT   ","'KG-12","135"
"DENTON COUNTY","TEXAS EDUCATION CENTERS","LITTLE ELM","THE EDUCATION CENTER AT DENTON","100 E PARK STE A","LITTLE ELM","TX","75068","(940) 383-1972","(972) 292-2373","lisa_c_stanley@hotmail.com","KATHY BRYAN   ","'KG-12","155"
"DENTON COUNTY","TEXAS EDUCATION CENTERS","LITTLE ELM","THE EDUCATION CENTER AT AUBREY","5411 HWY 377","AUBREY","TX","76227","(940) 440-9580","(940) 440-9581","lisa_c_stanley@hotmail.com","SAMIE SHELBY   ","'KG-12","114"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","ADVANCED VIRTUAL ACADEMY","7504 BISSONNET ST","HOUSTON","TX","77074-5502","(713) 733-6144","(713) 778-3479","lituah@houstonisd.org","LAMYRLE ITUAH   ","'09-12","-1"
"DALLAS COUNTY","UPLIFT EDUCATION - WILLIAMS PREPARATORY","IRVING","UPLIFT EDUCATION-WILLIAMS PREP PRI","606 E ROYAL LN","IRVING","TX","75039","(214) 276-0352","(214) 276-0363","llawlor@uplifteducation.org","LIZ LAWLOR   ","'KG-05","197"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF WACO","P O BOX 292730","LEWISVILLE","TX","75029","(254) 752-0441","(254) 752-0445","llinton@responsiveed.com","    ","'06-12","0"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","TEXAS CONNECTIONS ACADEMY AT HOUSTON","950 THREADNEEDLE #130","HOUSTON","TX","77079-2925","(281) 496-4553","(281) 496-4697","llockard@houstonisd.org","LEA ANN LOCKARD   ","'03-10","978"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP NE LOWER SCHOOL DREAM","4610 CROSSTIMBERS","HOUSTON","TX","77016","(713) 636-6082","(713) 636-6084","lmorrison@kipphouston.org","LORI MORRISON   ","'PK-05","767"
"EL PASO COUNTY","BURNHAM WOOD CHARTER SCHOOL DISTRICT","EL PASO","HOWARD BURNHAM EL","7310 BISHOP FLORES DR","EL PASO","TX","79912-1429","(915) 584-9499","(915) 585-8814","lodonnell@burnhamwood.org","DR LORRAINE O'DONNELL   ","'KG-04","387"
"DALLAS COUNTY","LA ACADEMIA DE ESTRELLAS","DALLAS","LA ACADEMIA DE ESTRELLAS","125 SUNSET AVE","DALLAS","TX","75208","(214) 946-8908","(214) 946-8777","lorraine.mantei@academiadeestrellas.org","LORRAINE MANTEI   ","'EE-08","602"
"TARRANT COUNTY","TREETOPS SCHOOL INTERNATIONAL","EULESS","TREETOPS SCHOOL INTERNATIONAL","12500 S PIPELINE","FT WORTH","TX","76040","(817) 283-1771","(817) 684-0892","loublanchard@treetops.org","MS LOU BLANCHARD   ","'PK-12","326"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","LOWELL MIDDLE","919 THOMPSON PL","SAN ANTONIO","TX","78226-1494","(210) 228-1225","(210) 223-6248","lowellacad@saisd.net","MS MONICA GARCIA   ","'06-08","449"
"HARRIS COUNTY","SOUTHWEST SCHOOL","HOUSTON","SOUTHWEST SCHOOLS BISSONNET EL CAMPUS","8440 BISSONNET ST","HOUSTON","TX","77074","(713) 988-5839","(713) 270-0076","lriosharrist@swschools.org","LISA RIOS-HARRIST   ","'KG-05","325"
"TRAVIS COUNTY","EDEN PARK ACADEMY","AUSTIN","EDEN PARK ACADEMY","6215 MANCHACA RD","AUSTIN","TX","78745"," "," ","lrobinson@edenparkacademy.com","    ","'PK-02","0"
"BEXAR COUNTY","BEXAR COUNTY ACADEMY","OAK PARK","BEXAR COUNTY ACADEMY","1485 HILLCREST DR UNIT AO1","SAN ANTONIO","TX","78228","(210) 432-8600","(210) 432-8667","lsleeper@charteracademies.com","LINDA SLEEPER   ","'PK-08","509"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","LANIER MIDDLE","2600 WOODHEAD ST","HOUSTON","TX","77098-1615","(713) 942-1900","(713) 942-1907","lsmith5@houstonisd.org","MS LINDA A SMITH   ","'06-08","1347"
"SOMERVELL COUNTY","BRAZOS RIVER CHARTER SCHOOL","NEMO","BRAZOS RIVER CHARTER SCHOOL","P O BOX 949","NEMO","TX","76070","(254) 898-9226","(254) 898-2297","lthames@prodigy.net","MIKE THAMES   ","'KG-12","130"
"DALLAS COUNTY","KIPP DALLAS-FORT WORTH","DALLAS","KIPP TRUTH ACADEMY","3200 S LANCASTER RD STE 230A","DALLAS","TX","75216","(214) 375-8326","(214) 375-2990","LThomas@kipptruth.org","LAKENDRA THOMAAS   ","'04-08","308"
"HARRIS COUNTY","YES PREP PUBLIC SCHOOLS INC","HOUSTON","YES PREP - EAST END CAMPUS","8329 LAWNDALE ST","HOUSTON","TX","77012","(713) 967-7800","(713) 921-2305","Luz.navarro@yesprep.org","MS LUZ NAVARRO   ","'06-12","684"
"HARRIS COUNTY","YES PREP PUBLIC SCHOOLS INC","HOUSTON","YES PREP - 5TH WARD","1305 BENSON DR","HOUSTON","TX","77020"," "," ","luz.navarro@yesprep.org","LUZ NAVARRO   ","'06-12","0"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA ACADEMY MISSION","1600 S SCHUERBACH RD","MISSION","TX","78572","(956) 583-8315","(956) 424-3248","luzdivina.lozano@ideapublicschools.org","LUZDIVINA LOZANO   ","'KG-03","333"
"DALLAS COUNTY","FOCUS LEARNING ACADEMY","DALLAS","FOCUS LEARNING ACADEMY","2524 W LEDBETTER DR","DALLAS","TX","75233","(214) 467-7751","(972) 572-9610","lym316@flash.net","LINUS WALTON   ","'PK-10","719"
"WICHITA COUNTY","BRIGHT IDEAS CHARTER","WICHITA FALLS","BRIGHT IDEAS CHARTER","2507 CENTRAL FWY E","WICHITA FALLS","TX","76302","(940) 767-1561","(940) 767-1904","lyndaplmr@aol.com","LYNDA PLUMMER   ","'KG-12","187"
"GALVESTON COUNTY","GALVESTON ISD","GALVESTON","KIPP COASTAL VILLAGE MIDDLE","721 10TH ST","GALVESTON","TX","77550","(409) 765-5401","(409) 765-5674","Lynn_Barnes@GISD.org","    ","'05-08","0"
"GALVESTON COUNTY","GALVESTON ISD","GALVESTON","KIPP COASTAL VILLAGE","P O BOX 660","GALVESTON","TX","77553","(409) 765-5401","(409) 765-5674","Lynn_Barnes@GISD.org","MS LYNN BARNES   ","'EE-06","465"
"TRAVIS COUNTY","UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL","AUSTIN","UNIVERSITY OF TEXAS EL CHARTER SCHOOL","2200 E 6TH ST","AUSTIN","TX","78702","(512) 495-9705","(512) 495-9631","m.m.chavez@austin.utexas.edu","MS MESLISSA CHAVEZ   ","'PK-05","259"
"MITCHELL COUNTY","COLORADO ISD","COLORADO CITY","WALLACE ACCELERATED H S","149 S HWY 208","COLORADO CITY","TX","79512","(325) 728-2392","(325) 728-1025","malexander@ccity.esc14.net","MRS MELINDA ALEXANDER   ","'08-12","33"
"DALLAS COUNTY","MANARA ACADEMY","IRVING","MANARA ACADEMY","8201 TRISTAR DR","IRVING","TX","75063","(972) 304-1155","(972) 304-1150","malkhatib@manaraacademy.org","MICHELLE ALKHATIB   ","'KG-08","202"
"DALLAS COUNTY","HONORS ACADEMY","DALLAS","CREEKVIEW ACADEMY","405 S 2ND ST","KILLEEN","TX","76541","(254) 690-3962","(254) 690-8376","manderson@honorsacademy.org","MIKE ANDERSON   ","'KG-12","100"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA BROWNSVILLE COLLEGE PREPARATORY","505 ANGELITA DR STE 9","WESLACO","TX","78596","(956) 377-8000","(956) 447-3796","marco.lopez@ideapublicschools.org","MARCO LOPEZ   ","'06-12","0"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA QUEST ACADEMY","505 ANGELITA DR STE 9","WESLACO","TX","78596","(956) 287-1003","(956) 287-2737","marissa.falcon@ideapublicschools.org","MARISSA FALCON   ","'KG-05","627"
"HARRIS COUNTY","YES PREP PUBLIC SCHOOLS INC","HOUSTON","YES PREP - NORTH CENTRAL CAMPUS","13701 ALDINE-WESTFIELD RD","HOUSTON","TX","77039","(281) 227-2044","(281) 227-2090","Mark.dibella@yesprep.org","MR MARK DIBELLA   ","'06-12","823"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA WESLACO COLLEGE PREPARATORY","505 ANGELITA DR STE 9","WESLACO","TX","78596","(956) 377-8000","(956) 447-3796","martin.winchester@ideapublicschools.org","MARTIN WINCHESTER   ","'06","0"
"HARRIS COUNTY","YES PREP PUBLIC SCHOOLS INC","HOUSTON","YES PREP NORTHSIDE","5215 JENSEN DR","HOUSTON","TX","77026"," "," ","Matt.Neal@yesprep.org","MATT NEAL   ","'06-12","0"
"HARRIS COUNTY","HOPE GLOBAL LEARNING VILLAGE K - 12","HOUSTON","HOPE GLOBAL LEARNING VILLAGE K - 12","3015 N MACGREGOR WAY","HOUSTON","TX","77004","(281) 222-0035","(832) 217-3272","mbchambers@goodhope.org","    ","'KG-12","0"
"HARRIS COUNTY","HOUSTON GATEWAY ACADEMY INC","HOUSTON","BOWIE CAMPUS","3400 EVERGREEN","HOUSTON","TX","77087","(713) 644-8292","(713) 649-8268","mccarthye@hgaschools.org","FRANCISCO PENNING   ","'PK-12","0"
"HARRIS COUNTY","HOUSTON GATEWAY ACADEMY INC","HOUSTON","RIVERSTONE","3400 EVERGREEN","HOUSTON","TX","77087","(713) 644-8292","(713) 649-8268","mccarthye@hgaschools.org","FRANCISCO PENNING   ","'PK-12","0"
"HIDALGO COUNTY","SOUTH TEXAS EDUCATIONAL TECHNOLOGIES INC","WESLACO","HORIZON MONTESSORI II","1222 SUGAR CANE DR","WESLACO","TX","78596","(956) 969-0044","(956) 969-0065","mcuellar@horizonmontessori.net","MR MARTIN CUELLAR   ","'PK-08","225"
"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL","LEAKEY","HILL COUNTRY YOUTH RANCH","P O BOX 609","LEAKEY","TX","78873","(830) 367-6100","(830) 367-2611","mdelacruz@bigspringscharterschools.com","MARIA DE LA CRUZ   ","'KG-12","73"
"EL PASO COUNTY","HARMONY SCIENCE ACAD (EL PASO)","HOUSTON","HARMONY SCIENCE ACADEMY - WEST HOUSTON","22400 GRAND CORNER DR","KATY","TX","77494","(713) 343-3333","(713) 777-8555","mdogan@harmonytx.org","MR MEHET S DOGAN   ","'KG-08","0"
"HARRIS COUNTY","HARMONY SCIENCE ACADEMY","HOUSTON","HARMONY SCHOOL OF INGENUITY","10555 STELLA LINK RD","HOUSTON","TX","77025","(713) 664-1020","(713) 667-1025","mdogn@harmonytx.org","MEHMET DOGAN   ","'PK-12","502"
"DALLAS COUNTY","UPLIFT EDUCATION - WILLIAMS PREPARATORY","IRVING","UPLIFT EDUCATION - HEIGHTS PREP PRI","606 E ROYAL LN","IRVING","TX","75039","(214) 442-7094"," ","mdominguez@uplifteducation.org","    ","'KG-05","0"
"DALLAS COUNTY","WINFREE ACADEMY CHARTER SCHOOLS","IRVING","WINFREE ACADEMY CHARTER SCHOOL (GRAPEVINE)","6221 RIVERSIDE DR STE 110","IRVING","TX","75039","(817) 481-5803","(817) 329-6307","mennis@wacsd.com","MADGE ENNIS   ","'09-12","187"
"GALVESTON COUNTY","MAINLAND PREPARATORY ACADEMY","LAMARQUE","MAINLAND PREPARATORY ACADEMY","319 NEWMAN RD","TEXAS CITY","TX","77568","(409) 934-9100","(409) 934-9130","merchant@mainlandprep.org","MRS WILMA CLARK GREEN   ","'PK-08","438"
"HARRIS COUNTY","KIPP INC CHARTER","HOUSTON","KIPP SHARPSTOWN COLLEGE PREPARATORY","10711 KIPP WAY","HOUSTON","TX","77099","(832) 328-1051","(832) 328-0178","mfeinberg@kipp.org","CHONG-HAO FU   ","'05-08","280"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF LUBBOCK","P O BOX 292730","LEWISVILLE","TX","75029","(806) 763-1518","(806) 763-9310","mgoen@responsiveed.com","    ","'06-12","0"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","VISTA ACADEMY OF AMARILLO","P O BOX 292730","LEWISVILLE","TX","75029","(806) 367-5447","(806) 367-5449","mgriffin@responsiveed.com","MR MICHAEL GRIFFIN   ","'PK-12","179"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF GRANBURY","P O BOX 292730","LEWISVILLE","TX","75029","(817) 573-0435","(972) 315-9506","mgrissom@responsiveed.com","    ","'06-12","0"
"DALLAS COUNTY","DALLAS CAN ACADEMY CHARTER","DALLAS","TEXANS CAN AT CARROLLTON-FARMERS BRANCH","2720 HOLLANDALE LN","FARMERS BRANCH","TX","75006","(972) 243-2178","(972) 243-2669","mgroetsch@texanscan.org","MELISSA GROETSCH   ","'09-12","264"
"ANGELINA COUNTY","PINEYWOODS COMMUNITY ACADEMY","LUFKIN","PINEYWOODS COMMUNITY ACADEMY H S","602 LUFKIN RAGUET","LUFKIN","TX","75904","(936) 634-5515","(936) 634-5518","mgunter@pineywoodsacademy.org","MONICA GUNTER   ","'07-12","121"
"HARRIS COUNTY","MEDICAL CENTER CHARTER SCHOOL","HOUSTON","MEDICAL CENTER CHARTER SCHOOL/SOUTHWEST","1920 N BAESWOOD","HOUSTON","TX","77030","(713) 726-0221","(713) 726-0225","mheard@SNSCHOOLS.com","MARGOT HEARD   ","'PK-07","222"
"DENTON COUNTY","LEADERSHIP PREP SCHOOL","FRISCO","LEADERSHIP PREP SCHOOL","8500 TEEL PKWY","FRISCO","TX","75034","(972) 294-6921","(972) 294-3416","mholland@lpsfrisco.com","J MICHELLE HOLLAND   ","'KG-12","0"
"HARRIS COUNTY","THE RHODES SCHOOL","HOUSTON","THE RHODES SCHOOL","12822 ROBERT E LEE RD","HOUSTON","TX","77044","(281) 458-4334","(281) 458-7595","michellel.bonton@rhodesschool.org","MICHELLE BONTON   ","'EE-06","355"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","DORIE MILLER EL","207 LINCOLNSHIRE DR","SAN ANTONIO","TX","78220-3199","(210) 333-0521","(210) 333-0563","millerel@saisd.net","MS CHARLOTTE GREGORY   ","'EE-05","376"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","HOUSTON ACADEMY FOR INTERNATIONAL STUDIES","1810 STUART","HOUSTON","TX","77004-3043","(713) 942-1430","(713) 942-1433","mjacobs1@houstonisd.org","MELISSA JACOBS   ","'09-12","385"
"TARRANT COUNTY","HARMONY SCIENCE ACAD (FORT WORTH)","HOUSTON","HARMONY SCIENCE ACADEMY - EULESS","701 S INDUSTRIAL BLVD","EULESS","TX","76940","(817) 354-3000","(817) 354-3005","mkaya@harmonytx.org","MURAT KAYA   ","'KG-12","578"
"DALLAS COUNTY","DALLAS CAN ACADEMY CHARTER","DALLAS","DALLAS CAN ACADEMY AT PLEASANT GROVE","1227 N MASTERS DR","DALLAS","TX","75217","(972) 225-1194","(972) 225-1164","mkhepera@texanscan.org","MENE KHEPERA   ","'09-12","321"
"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY","LEON VALLEY","SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY","1450 NE LOOP 410","SAN ANTONIO","TX","78209","(210) 543-1111","(210) 543-1112","mkili@ssttx.org","MUSTAFA KILILIOGLU   ","'PK-12","369"
"BEXAR COUNTY","KIPP SAN ANTONIO","SAN ANTONIO","KIPP ASPIRE ACADEMY","731 FREDERICKSBURG RD","SAN ANTONIO","TX","78201","(210) 735-7300","(210) 735-7305","mlarson@kippsa.org","MARK LARSON   ","'05-08","437"
"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DISTRICT","SAN ANTONIO","JOHN H WOOD JR CS GRANBURY","1300 CROSSLAND RD","GRANBURY","TX","76048","(210) 638-5600","(210) 638-5675","mmalloy@woodcharter.com","MR MARK MALLOY   ","'04-12","70"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","KALEIDOSCOPE/CALEIDOSCOPIO","6501 BELLAIRE BLVD","HOUSTON","TX","77074-6428","(713) 773-5300","(713) 773-1503","mmoreno@houstonisd.org","MARIA D MORENO   ","'06-08","103"
"BEXAR COUNTY","SCHOOL OF SCIENCE AND TECHNOLOGY","LEON VALLEY","SCHOOL OF SCIENCE AND TECHNOLOGY - ALAMO","12200 CROWNPOINT DR STE 100","SAN ANTONIO","TX","78233","(210) 888-1218","(210) 888-1219","mnalcaci@ssttx.org","MEHMET NALCACI   ","'KG-12","335"
"BEXAR COUNTY","KIPP SAN ANTONIO","SAN ANTONIO","KIPP UNIVERSITY PREP H S","735 FREDERICKSBURG RD","SAN ANTONIO","TX","78201","(210) 269-0049","(210) 579-1039","modonnell@aspireacademy.org","JOEL HARRIS   ","'09-12","186"
"BEXAR COUNTY","NEW FRONTIERS CHARTER SCHOOL","SAN ANTONIO","NEW FRONTIERS MIDDLE SCH","4018 S PRESA","SAN ANTONIO","TX","78223","(210) 533-3655","(210) 533-5077","moviedo@newfrontierscharter.org","MELISSA OVIEDO   ","'06-08","215"
"BEXAR COUNTY","NEW FRONTIERS CHARTER SCHOOL","SAN ANTONIO","NEW FRONTIERS CHARTER SCHOOL","4018 S PRESA","SAN ANTONIO","TX","78223","(210) 533-3655","(210) 533-5077","moviedo@newfrontierscharter.org","MELISSA OVIEDO   ","'04 05","138"
