"District","School Code","School Name","Principal","Address","City","State","Zip","Phone","Fax","Email","Grade Levels","Total Students"
"ORANGE","85","CHANCERY HIGH CHARTER","MICHAEL ANNA","7041 S ORANGE BLOSSOM TRAIL","ORLANDO","FL","32809","(407) 850-9791",,,"9-12 ","484"
"ORANGE","133","CORNERSTONE ACADEMY CHARTER","RONALD LARGE","5903 RANDOLPH AVE","BELLE ISLE","FL","32809-4241","(407) 851-7730","(407) 240-2222",,"K-8 ","746"
"ORANGE","146","CORNERSTONE CHARTER ACADEMY HIGH SCHOOL","RONALD LARGE","5903 RANDOLPH AVE","BELLE ISLE","FL","32809-4241","(407) 851-7730","(407) 240-2222",,"9-12 ","223"
"ORANGE","61","HOPE CHARTER","CRYSTAL YOAKUM","1550 E. Crown Point Road","WINTER GARDEN","FL","34787","(407) 656-4673","(407) 264-6960",,"K-8 ","402"
"ORANGE","152","INNOVATIONS MIDDLE CHARTER","THOMAS COLE","2768 N HIAWASSEE RD","ORLANDO","FL","32818-3319","(407) 429-7901",,"imscharter@gmail.com","6-8 ","203"
"ORANGE","56","LAKE EOLA CHARTER","RONNIE DENOIA","135 N MAGNOLIA AVE","ORLANDO","FL","32801-2325","(407) 246-0900","(407) 246-6334",,"K-8 ","224"
"ORANGE","119","LEGACY HIGH CHARTER","CRYSTAL YOAKUM","1550 E. Crown Point Road","WINTER GARDEN","FL","34787","(407) 656-4673","(407) 264-6960",,"9-12 ","147"
"ORANGE","40","LIFE SKILLS CHARTER","NADIA PIERRE","4526 S ORANGE BLOSSOM TRAIL","ORLANDO","FL","32839-1704","(407) 816-3566","(407) 855-7269",,"9-12 ","263"
"ORANGE","172","MONTESSORI OF WINTER GARDEN CHARTER","WILLIAM ORRIS","855 E PLANT ST","WINTER GARDEN","FL","34787-3163","(407) 654-0700",,"womontessoricharter@gmail.com","K-8 ","104"
"ORANGE","62","NAP FORD COMMUNITY CHARTER","JENNIFER PORTER-SMITH","648 W LIVINGSTON ST","ORLANDO","FL","32801-1418","(407) 245-8711","(407) 245-8712",,"PREK-5 ","153"
"ORANGE","63","NORTHSTAR HIGH CHARTER","KELLY YOUNG","8287 CURRY FORD RD","ORLANDO","FL","32822-7890","(407) 273-1188","(407) 277-3340",,"9-12 ","176"
"ORANGE","72","OAKLAND AVENUE CHARTER","MARCIA CASON","456 E OAKLAND AVE ( P.O. Box 949)","OAKLAND","FL","34760-0949","(407) 877-2039","(407) 877-6222",,"K-5 ","516"
"ORANGE","89","ORLANDO SCIENCE MIDDLE HIGH CHARTER","YALCIN AKIN","2427 LYNX LANE","ORLANDO","FL","32804","(407) 928-3790","(407) 253-7305","info@orlandoscience.org","6-12 ","491"
"ORANGE","53","PASSPORT CHARTER","OSVALDO GARCIA","5221 CURRY FORD RD","ORLANDO","FL","32812-8741","(407) 658-9900","(407) 658-9911",,"K-8 ","180"
"ORANGE","155","PINECREST PREPARATORY CHARTER","JON CHACE","8503 DAETWYLER DR","ORLANDO","FL","32827-5018","(407) 856-8359",,"jchace@pinecrestorlando.org","K-8 ","142"
"ORANGE","162","PINECREST PREPARATORY HIGH CHARTER","JON CHACE","8503 DAETWYLER DR","ORLANDO","FL","32827-5018","(407) 856-8359",,"jchace@pinecrestorlando.org","9-12 ","7"
"ORANGE","55","PRINCETON HOUSE CHARTER","KIM GELALIA","1166 LEE RD","ORLANDO","FL","32810-5847","(407) 523-7121","(407) 523-7187",,"PREK-12 ","163"
"ORANGE","57","RIO GRANDE CHARTER","BARBARA MCLEAN-SMITH","2210 S RIO GRANDE AVE","ORLANDO","FL","32805-5262","(407) 649-9122","(407) 649-8151",,"PREK-5 ","225"
"ORANGE","84","SHEELER HIGH CHARTER","TOM HANLEY","871 E SEMORAN BLVD","APOPKA","FL","32703","(407) 886-1825",,,"9-12 ","450"
"ORANGE","65","UCP CHARTER","LILIAN FLORES","3305 S ORANGE AVE","ORLANDO","FL","32806-6125","(407) 852-3300","(407) 852-3301","iwilkins@ucpcfl.org","PREK ","135"
"ORANGE","90","UCP EAST CHARTER","HEATHER MILLER","12702 Science Drive","ORLANDO","FL","32826","(407) 281-0441","(407) 281-0442","hmiller@ucocfl.org","PREK-K ","178"
"ORANGE","70","UCP PINE HILLS CHARTER","BRENDA KORPI","5800 Golf Club Parkway","ORLANDO","FL","32181","(407) 299-5553","(407) 299-5520","iwilkins@ucpcfl.org","PREK ","53"
"ORANGE","34","UCP TRANSITIONAL LEARNING ACADEMY CHARTER","JOANNE SOLOMON","3305 S ORANGE AVE","ORLANDO","FL","32806-6125","(407) 852-3333","(407) 852-3301",,"6-8 ","14"
"ORANGE","183","UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER","ILENE WILKINS","3305 S ORANGE AVE","ORLANDO","FL","32806","(407) 852-3300","(407) 852-3301","iwilkins@ucpcfl.org","9-12 ","21"
"ORANGE","74","WORKFORCE ADVANTAGE ACADEMY CHARTER","BELINDA JONES","2113 E SOUTH ST","ORLANDO","FL","32803-6502","(407) 898-7228","(407) 898-6448",,"9-12 ","200"
"OSCEOLA","932","BELLALAGO ACADEMY","WENDY HONEYCUTT","3651 PLEASANT HILL RD","KISSIMMEE","FL","34746-2935","(407) 933-1690","(407) 933-2143","PR490932@osceola.k12.fl.us","K-8 ","1476"
"OSCEOLA","916","CANOE CREEK CHARTER ACADEMY","APRIL WILLIAMS","3600 CANOE CREEK RD","ST CLOUD","FL","34772-9132","(407) 891-7320","(407) 891-7730",,"PREK-8 ","547"
"OSCEOLA","863","FOUR CORNERS CHARTER SCHOOL","DENISE THOMPSON","9100 TEACHER LANE","DAVENPORT","FL","33837","(407) 787-4300","(407) 787-4301","PR490863@osceola.k12.fl.us","K-8 ","1094"
"OSCEOLA","866","KISSIMMEE CHARTER ACADEMY","LORI MCCARLEY","2850 BILL BECK BLVD","KISSIMMEE","FL","34744-4073","(407) 847-1400","(407) 847-1401",,"PREK-8 ","751"
"OSCEOLA","959","MAVERICKS HIGH SCHOOL","MARVIN PITTS","1100 N. Main Street","KISSIMMEE","FL","34741","(407) 705-2965",,,"9-12 ","563"
"OSCEOLA","853","NEW DIMENSIONS HIGH SCHOOL","JACQUELINE GRIMM","4900 OLD PLEASANT HILL RD","KISSIMMEE","FL","34759-3430","(407) 870-9949","(407) 870-8976",,"9-12 ","363"
"OSCEOLA","881","P. M. WELLS CHARTER ACADEMY","RAMIRO BORGA","2030 REMINGTON BLVD","KISSIMMEE","FL","34744-8467","(321) 697-1020","(321) 697-1021",,"K-8 ","862"
"OSCEOLA","900","UCP OSCEOLA CHILD DEVELOPMENT","SUE TORRES","448 W DONEGAN AVE","KISSIMMEE","FL","34741-2335","(407) 932-3445","(407) 932-3480",,"PREK ","64"
"PALM BEACH","664","ACADEMY FOR POSITIVE LEARNING","RENATTA ESPINOZA","1200 N Dixie Hwy","Lake Worth","FL","33460","(561) 585-6104","(561) 585-7849","afplcs@palmbeachschools.org","K-8 ","119"
"PALM BEACH","3400","BELIEVERS ACADEMY","LORI DYER","5840 CORPORATE WAY, SUITE 100","WEST PALM BEACH","FL","33407-2040","(561) 340-2507","(561) 340-2510","info@believersacademyinc.org","9-12 ","113"
"PALM BEACH","3941","BEN GAMLA-PALM BEACH","ELANIT WEIZMAN","8600 JOG RD","BOYNTON BEACH","FL","33472","(561) 742-8017","(561) 742-8018","eweizman@bengamla.charter.org","K-8 ","180"
"PALM BEACH","54","BOCA RATON CHARTER SCHOOL","LOUISE NELSON","269 NE 14th St.","BOCA RATON","FL","33432","(561) 750-0437","(561) 750-7880","brcs@palmbeachschools.org","K-5 ","97"
"PALM BEACH","3385","BRIGHT FUTURES ACADEMY CHARTER SCHOOL, INC.","KENDALL ARTUSI","10350 RIVERSIDE DR","PALM BEACH GARDENS","FL","33410","(561) 253-7504","(561) 622-3335","bfics@palmbeachschools.org","K-8 ","620"
"PALM BEACH","3392","CHARTER SCHOOL OF BOYNTON BEACH","WAYNE OWENS","1425 GATEWAY BOULEVARD","BOYNTON BEACH","FL","33426","(561) 374-8989","(561) 374-6153","csobbcs@palmbeachschools.org","K-8 ","695"
"PALM BEACH","642","DAYSTAR ACADEMY OF EXCELLENCE CHARTER SCHOOL","FRANCINE KING","970 N. Seacrest Blvd.","Boynton Beach","FL","33435","(561) 369-2323","(561) 369-2642","daoecs@palmbeachschools.org","K-5 ","114"
"PALM BEACH","3344","DELRAY YOUTH VOCATIONAL CHARTER SCHOOL","MARJORIE WALDO","601 N CONGRESS AVE STE 110","DELRAY BEACH","FL","33445","(561) 266-2206","(561) 266-2208","dyvcs@@palmbeachschools.org","9-12 ","88"
"PALM BEACH","2521","ED VENTURE CHARTER SCHOOL","BARBARA FITZ","117 E COAST AVE","HYPOLUXO","FL","33462-5316","(561) 582-1454","(561) 547-9682","barbarafitz@palmbeachschools.org","8-12 ","112"
"PALM BEACH","3398","EVERGLADES PREPARATORY ACADEMY","LARRY BALLEW","360 East Main Street Building-C","PAHOKEE","FL","33476-1803","(561) 924-3002","(561) 924-3013","epacs@palmbeachschools.org","9-12 ","112"
"PALM BEACH","3396","G-STAR SCHOOL OF THE ARTS","KIM COLLINS","2065 PRAIRIE ROAD,BUILD.J","WEST PALM BEACH","FL","33406-7718","(561) 967-2023","(561) 963-8975","gssoacs@palmbeachschools.org","9-12 ","1115"
"PALM BEACH","3961","GARDENS SCHOOL OF TECHNOLOGY ARTS INC","LANA THORMODSGAARD","9153 ROAN LN","PALM BEACH GARDENS","FL","33403","(561) 290-7661","(561) 627-6512","info@mysota.com","K-8 ","137"
"PALM BEACH","3382","GLADES ACADEMY ELEMENTARY SCHOOL INC","DON ZUMPANO","1200 E MAIN ST","PAHOKEE","FL","33476-1102","(561) 924-9402","(561) 924-9279","gaoaescs@palmbeachschools.org","K-5 ","100"
"PALM BEACH","3345","GULFSTREAM L.I.F.E. ACADEMY","CINDY MAUNDER","3800 S CONGRESS AVE","BOYNTON BEACH","FL","33426-8424","(561) 259-1000","(561) 259-1011","ggla@palmbeachschools.org","9-12 ","92"
"PALM BEACH","3384","HOPE LEARNING COMMUNITY OF RIVIERA BEACH, INC. DBA NOAHS ARK INTERNATIONAL CHARTER SCHOOL","ERIKA HADDEN","21 W 22ND ST","RIVIERA BEACH","FL","33404-5509","(561) 848-7575","(561) 844-9563","naohsark@aol.com","K-5 ","32"
"PALM BEACH","3381","IMAGINE SCHOOLS CHANCELLOR CAMPUS","SUSAN ONORI","600 S East Coast Ave","LANTANA","FL","33462-4577","(561) 585-1189","(561) 585-1166","susan.onori@palmbeachschools.org","K-7 ","1004"
"PALM BEACH","1461","INLET GROVE COMMUNITY HIGH SCHOOL","EMMA BANKS","7071 GARDEN RD","RIVIERA BEACH","FL","33404-4906","(561) 881-4600","(561) 881-4668","inletgrovehs@palmbeachschools.org","9-12 ","862"
"PALM BEACH","3395","JFK MEDICAL CENTER CHARTER SCHOOL","STEVEN SILLS","4696 DAVIS RD","LAKE WORTH","FL","33461-5204","(561) 868-6100","(561) 963-4697","jfkmccs@palmbeachschools.org","K-5 ","515"
"PALM BEACH","2661","JOSEPH LITTLES-NGUZO SABA","HELEN BYRD","5829 Corporate Way","West Palm Beach","FL","33407","(561) 803-9001","(561) 803-9096","jlnscs@palmbeachschools.org","K-8 ","224"
"PALM BEACH","2641","LAKESIDE ACADEMY","BARBARA LITINSKI","716 S MAIN ST","BELLE GLADE","FL","33430-4202","(561) 993-5000","(561) 993-5001","lacs@palmbeachschools.org","K-6 ","106"
"PALM BEACH","3951","LAMENSA ACADEMY-NEW GENERATION SCHOOL, INC.","ALICIA BROWN","3970 RCA BLVD","PALM BEACH GARDENS","FL","33410","(561) 630-7002","(561) 630-4002","lamensaacademy@gmail.com","K-3 ","31"
"PALM BEACH","3347","LEADERSHIP ACADEMY WEST","DAVID ZIMET","2030 S CONGRESS AVE","WEST PALM BEACH","FL","33406-7602","(561) 434-0996","(561) 434-0575","leadershipacademycs@palmbeachschools.org","9-12 ","139"
"PALM BEACH","3349","LIFE SKILL CENTER OF PALM BEACH","SANDRE WARE","600 N. CONGRESS AVE SUITE 560","DELRAY BEACH","FL","33404","(561) 279-1354","(561) 266-9274","lscpbc@palmbeachschools.org","9-12 ","206"
"PALM BEACH","3971","MAVERICKS HIGH SCHOOL AT PALM SPRINGS","THOMAS LOCKETT","3525 S CONGRESS AVE","PALM SPRINGS","FL","33461-3767","(561) 623-6935","(561) 804-6712","tlockett@mavericksineducation.com","9-12 ","497"
"PALM BEACH","3394","MONTESSORI ACADEMYOF EARLY ENRICHMENT, INC","JEAN RANCK","6201 S Military Trail","LAKE WORTH","FL","33461","(561) 649-0004","(561) 649-0964","jranck@palmbeach.k12.fl.us","PREK-2 ","144"
"PALM BEACH","2801","PALM BEACH MARITIME ACADEMY","MARIE TURCHIARO","7719 S DIXIE HWY","WEST PALM BEACH","FL","33405-4817","(561) 547-3775","(561) 540-5177","turchiarom@hotmail.com","K-8 ","366"
"PALM BEACH","2941","PALM BEACH SCHOOL FOR AUTISM","NANCY FRANK","1199 West Lantana Road, Cottage #16 & 19","Lantana","FL","33462","(561) 533-9917","(516) 533-9918","pbsfacs@palmbeachschools.org","PREK-8 ","144"
"PALM BEACH","2531","POTENTIALS CHARTER SCHOOL","TIFFANY NORTH","1201 AUSTRALIAN AVE","RIVIERA BEACH","FL","33404-6635","(561) 842-3213","(561) 863-4352","pcs@palmbeachschools.org","PREK-5 ","28"
"PALM BEACH","3083","RENAISSANCE LEARNING ACADEMY","TOBY HONSBERGER","5841 Corporate Way, Suite 101","West Palm Beach","FL","33407","(561) 296-1776","(561) 296-1791","executivedirector@rlacademy.com","9-12 ","59"
"PALM BEACH","2791","RENAISSANCE LEARNING CENTER","DEBI JOHNSON","5800 Corporate Way","West Palm Beach","FL","33407","(561) 640-0270","(561) 640-0272","rlccs@palmbeachschools.org","PREK-8 ","96"
"PALM BEACH","3443","RIVIERA BEACH MARITIME ACADEMY","TONYA HICKS","251 W 11TH STREET","RIVIERA BEACH","FL","33404-0000","(561) 841-7600","(561) 841-7626","thicks@rbmaritime.org","9-12 ","169"
"PALM BEACH","3391","SEAGULL ACADEMY","CHRISTINE FARLEY","1801 12th Ave S","Lake Worth","FL","33461-5771","(561) 540-8110","(561) 540-8331","sailcs@palmbeachschools.org","9-12 ","60"
"PALM BEACH","1571","SOUTH TECH ACADEMY","JEANETTE JIMENEZ","1300 SW 30TH AVE","BOYNTON BEACH","FL","33426-9018","(561) 369-7004","(561) 369-7024","southtech@palmbeachschools.org","9-12 ","1290"
"PALM BEACH","3386","TOUSSAINT L'OUVERTURE HIGH","MANDY FREEMAN","777 E. ATLANTIC AVE #242","DELRAY BEACH","FL","33483-5360","(561) 738-9861","(561) 738-9825","tohsfasjcs@palmbeachschools.org","9-12 ","172"
"PALM BEACH","2911","WESTERN ACADEMY CHARTER SCHOOL","LINDA TERRANOVA","500 F-K ROYAL PLAZA RD","ROYAL PALM BEACH","FL","33411-7688","(561) 792-4123","(561) 792-9905","wacs@palmbeachschools.org","K-8 ","376"
"PASCO","4302","ACADEMY AT THE FARM","RAY POLK","9500 ALEX LANGE WAY","DADE CITY","FL","33525-8213","(352) 588-9737","(352) 588-0508","RPOLK@ACADEMYATTHEFARM.COM","K-8 ","396"
"PASCO","4321","ATHENIAN ACADEMY OF PASCO COUNTY","FERN AEFSKY","3118 SEVEN SPRINGS BLVD","NEW PORT RICHEY","FL","34655-3340","(727) 372-0200","(727) 376-1916","FERN.AEFSKY@AAOPCS.COM","K-8 ","360"
"PASCO","4307","COUNTRYSIDE MONTESSORI ACADEMY","DENNISE ONDINA","5852 EHREN CUTOFF","LAND O LAKES","FL","34639","(813) 996-0991","(813) 996-0993","CMEDENNISE@VERIZON.NET","1-6 ","234"
"PASCO","4301","DAYSPRING ACADEMY","SUZANNE LEGG","9509 Palm Avenue","PORT RICHEY","FL","34668-2426","(727) 862-8600","(727) 868-5175","slegg@dsa2000.org","K-8 ","539"
"PASCO","4323","IMAGINE SCHOOL AT LAND O' LAKES","KATHY HELEAN","17901 Hunting Circle","LUTZ","FL","33558","(813) 428-7444","(813) 428-7445","KATHY.HELEAN@IMAGINESCHOOLS.COM","K-8 ","583"
"PINELLAS","7131","ACADEMIE DA VINCI CHARTER SCHOOL","SUSAN RAY","11380 Pinehurst Road","Dunedin","FL","34698","(727) 298-2778","(727) 298-2780","c.rays@pcsb.org","PREK-5 ","113"
"PINELLAS","7201","ALFRED ADLER ELEMENTARY SCHOOL","GREG DECOSMO","4401 38 Avenue North","St. Petersburg","FL","33713","(727) 329-9545",,"c.decosmosg@pcsb.org","K-5 ","100"
"PINELLAS","7151","ATHENIAN ACADEMY","KATHY MANRIQUE","1120 Curlew Road","DUNEDIN","FL","34698-1917","(727) 298-2718","(727) 298-2719","c.manriquek@pcsb.org","K-8 ","255"
"PINELLAS","7211","IMAGINE CHARTER SCHOOL","ANGELA PRINCE","1950 FIRST AVENUE N","ST PETERSBURG","FL","33713","(727) 821-7100","(727) 821-7171","c.princea@pcsb.org","PREK-5 ","275"
"PINELLAS","7221","IMAGINE MIDDLE SCHOOL","ANGELA PRINCE","1950 FIRST AVENUE N","ST PETERSBURG","FL","33713","(727) 821-7100",,"c.princea@pcsb.org","6-8 ","132"
"PINELLAS","7231","LIFE FORCE ARTS AND TECHNOLOGY ACADEMY CHARTER SCHOOL","LENOR JOHNSON","1390 Sunset Point Road","CLEARWATER","FL","33755","(727) 441-1717",,,"K-5 ","97"
"PINELLAS","7241","MAVERICKS IN EDUCATION","ARNIE SPADAFORA","1199 East Bay Drive","LARGO","FL","33770","(727) 474-8836",,"c.spadaforaa@pcsb.org","9-12 ","453"
"PINELLAS","7261","MAVERICKS IN EDUCATION SOUTH","KRISTA MORTON","4901 CENTRAL AVE","ST. PETERSBURG","FL","33710-8239","(727) 474-8836",,,"9-12 ","414"
"PINELLAS","7731","NEW START HIGH SCHOOL","DONNA HULBERT","2471 McMullen Booth Road","CLEARWATER","FL","33755","(727) 474-1237","(727) 724-9694","c.hulbertd@pcsb.org","9-12 ","294"
"PINELLAS","7371","NEWPOINT CHARTER SCHOOL","SCOTT PUTNAM","21800 US HIGHWAY 19 N","CLEARWATER","FL","33765","(813) 413-4800",,"info@newpointschools.org","9-12 ","85"
"PINELLAS","7171","PINELLAS PREPARATORY ACADEMY","CURTIS FULLER","2300 S BELCHER RD STE 100","LARGO","FL","33771-4010","(727) 536-3600","(727) 581-9590","c.fullerc@pcsb.org","4-8 ","440"
"PINELLAS","7271","PINELLAS PRIMARY ACADEMY","NANCY WALKER","2300 S BELCHER RD","SUNRISE","FL","33351","(727) 536-3600","(727) 536-3661","nwalker@pinellasprimary.org","K-4 ","287"
"PINELLAS","7181","PLATO ACADEMY CHARTER SCHOOL","NICK KOULARMANIS","401 S OLD COACHMAN ROAD","CLEARWATER","FL","33765-4410","(727) 793-2400","(727) 793-2405","c.koularmanisn@pcsb.org","K-8 ","343"
"PINELLAS","7281","PLATO ACADEMY NORTH K-8 CHARTER SCHOOL","JANET HURST","1601 CURLEW RD N","PALM HARBOR","FL","34683-6515","(727) 793-2400",,"c.hurstj@pcsb.org","K-8 ","276"
"PINELLAS","7381","PLATO ACEDEMY SOUTH K-8 CHARTER SCHOOL","AMY HAYES","7100 142ND AVE N","LARGO","FL","33771-4603","(727) 793-2400",,"c.hayesa@pcsb.org","K-8 ","278"
"PINELLAS","7481","PLATO SEMINOLE","DANIELLE TURRO","10888 126TH AVE N","LARGO","FL","33778","(727) 793-2400","(727) 793-2405","principalseminole@platoacademy.net","K-8 ","141"
"PINELLAS","7191","ST. PETERSBURG COLLEGIATE HIGH SCHOOL","STARLA METZ","6605 5TH AVE N","ST PETERSBURG","FL","33710-6801","(727) 341-4610","(727) 341-4226","c.metzs@pcsb.org","9-12 ","243"
"POLK","8071","A.C.E. CHARTER SCHOOL","GAY RATCLIFF","710 E BELLA VISTA STRE","LAKELAND","FL","33805-3009","(863) 686-3189","(863) 682-1348",,"PREK ","18"
"POLK","8031","ACHIEVEMENT ACADEMY","PAULA SULLIVAN","716 E BELLA VISTA ST","LAKELAND","FL","33805-3009","(863) 683-6504","(863) 688-9292","paula.sullivan@polk-fl.net","PREK ","90"
"POLK","8142","BERKLEY ACCELERATED MIDDLE SCHOOL","JILL BOLENDER","5316 BERKLEY RD","AUBURNDALE","FL","33823-8493","(863) 984-2400","(863) 968-0908","jill.bolender@polk-fl.net","6-8 ","424"
"POLK","1951","BERKLEY ELEMENTARY SCHOOL","RANDY BORLAND","5240 BERKLEY RD","AUBURNDALE","FL","33823-8491","(863) 968-5024","(863) 968-5026","randy.borland@polk-fl.net","K-5 ","758"
"POLK","1601","BOK ACADEMY","DONNA DUNSON","13895 Hwy 27","LAKE WALES","FL","33859","(863) 638-1010","(863) 638-1212","donna.dunson@polk-fl.net","6-8 ","542"
"POLK","8133","CHAIN OF LAKES COLLEGIATE HIGH","BRIDGETT FETTER","999 AVE H NE","WINTER HAVEN","FL","33881-4256","(863) 298-6800","(863) 298-6801","bridgett.fetter@polk-fl.net","11-12 ","282"
"POLK","932","COMPASS MIDDLE CHARTER SCHOOL","HARRY WILLIAMS","550 E CLOWER ST","BARTOW","FL","33830-6403","(863) 519-8701","(863) 519-8704","harry.williams@polk-fl.net","5-8 ","188"
"POLK","1421","DALE R FAIR BABSON PARK ELEMENTARY","KENNETH HENSON","815 N. Scenic Highway","Babson Park","FL","33827","(863) 678-4664","(863) 678-4669","ken.henson@polk-fl.net","K-5 ","469"
"POLK","1961","DISCOVERY ACADEMY OF LAKE ALFRED","KEVIN WARREN","1000 N. BUENA VISTA DR.","LAKE ALFRED","FL","33850-2031","(863) 295-5955","(863) 295-5978","kevin.warren@polk-fl.net","6-8 ","1015"
"POLK","8121","HARTRIDGE ACADEMY","DEBRA RICHARDS","1400 HWY 92 W","WINTER HAVEN","FL","33881-8137","(863) 956-4434","(863) 956-3267","debra.richards@polk-fl.net","K-5 ","178"
"POLK","1361","HILLCREST ELEMENTARY SCHOOL","BARBARA JONES","1051 STATE RD 60 E","LAKE WALES","FL","33853-4258","(863) 678-4216","(863) 678-4086","barbara.jones@polk-fl.net","PREK-5 ","652"
"POLK","1401","JANIE HOWARD WILSON SCHOOL","BEVERLY LYNNE","306 FLORIDA AVE","LAKE WALES","FL","33853-3121","(863) 678-4211","(863) 678-4217","Beverly.lynne@polk-fl.net","PREK-5 ","495"
"POLK","1721","LAKE WALES SENIOR HIGH SCHOOL","DONNA DUNSON","#1 HIGHLANDER WAY","LAKE WALES","FL","33853-3334","(863) 678-4222","(863) 678-4064","donna.dunson@polk-fl.net","9-12 ","1210"
"POLK","8140","LAKELAND MONTESSORI MIDDLE SCHOOL","HEATHER MANROW","900 E PALMETTO ST","LAKELAND","FL","33801","(863) 608-3194",,"heather.manrow@polk-fl.net","6-8 ","53"
"POLK","8141","LAKELAND MONTESSORI SCHOOL HOUSE","JOSIE ZINNINGER","1124 N LAKE PARKER AVENUE","LAKELAND","FL","33805","(863) 413-0003","(863) 709-9707","josie.zinninger@polk-fl.net","PREK-5 ","89"
"POLK","1671","MCKEEL ACADEMY OF TECHNOLOGY","LINDA ACOCELLI","1810 W PARKER ST","LAKELAND","FL","33815-1243","(863) 499-2818","(863) 284-4383","linda.acocelli@polk-fl.net","6-12 ","1091"
"POLK","1682","MCKEEL ELEMENTARY ACADEMY","MICHELE SPURGEON","411 N FLORIDA AVE","LAKELAND","FL","33801-4803","(863) 499-1287","(863) 688-1607","michele.spurgeon@polk-fl.net","K-5 ","347"
"POLK","8004","NEW BEGINNINGS HIGH SCHOOL","ASHLEE WRIGHT","3425 LAKE ALFRED RD","WINTER HAVEN","FL","33881-1492","(863) 860-6122",,,"9-12 ","290"
"POLK","8143","OUR CHILDREN'S ACADEMY","SHARON MCMANUS","555 BURNS AVE","LAKE WALES","FL","33853-3335","(863) 679-3338","(863) 679-3944","sharon.mcmanus@polk-fl.net","PREK-12 ","173"
"POLK","1351","POLK AVENUE ELEMENTARY SCHOOL","GAIL QUAM","110 E POLK AVE","LAKE WALES","FL","33853-6104","(863) 678-4244","(863) 678-4680","gail.quam@polk-fl.net","PREK-5 ","512"
"POLK","8002","POLK PRE-COLLEGIATE ACADEMY","CATHY CARVER","5316 BERKLEY RD","AUBURNDALE","FL","33823","(863) 984-2443","(863) 984-2411",,"9-10 ","26"
"POLK","8131","POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL","SALLIE BRISBANE","3425 WINTER LK RD LAC1200","Lakeland","FL","33803","(863) 669-2322","(863) 669-2330","sallie.brisbane@polk-fl.net","11-12 ","231"
"POLK","441","RIDGEVIEW GLOBAL STUDIES ACADEMY","RALPH FRIER","1000 DUNSON RD","DAVENPORT","FL","33837","(863) 419-3171","(863) 419-3172","ralph.frier@polk-fl.net","K-5 ","845"
"POLK","1692","SOUTH MCKEEL ACADEMY","JUDITH MORRIS","2222 EDGEWOOD DR S","LAKELAND","FL","33803-3631","(863) 510-0044","(863) 510-0021","Judith.morris@polk-fl.net","K-8 ","1145"
"PUTNAM","51","THE CHILDREN'S READING CENTER","GERI MELOSH","7901 St. Johns Ave.","PALATKA","FL","32177","(386) 328-9990","(386) 328-9949","gmelosh@putnamschools.org","K-5 ","197"
"SANTA ROSA","8003","CAPSTONE ACADEMY MILTON CHARTER SCHOOL","KANIKA BLANKENSHIP","5308 STEWART ST","MILTON","FL","32570-4736","(850) 983-2551",,"mccorvj@mail.santarosa.k12.fl.us","PREK-K ","18"
"SANTA ROSA","8001","LEARNING ACADEMY OF SANTA ROSA","RAYMOND SAMSON","5880 N STEWART ST","MILTON","FL","32570-3632","(850) 983-3495","(850) 983-8098","mccorvj@mail.santarosa.k12.fl.us","6-12 ","109"
"SARASOTA","103","IMAGINE SCHOOL AT NORTH PORT","JUSTIN MATTHEWS","1000 Innovation Avenue","North Port","FL","34289","(941) 426-2050","(941) 423-8252","justin.matthews@imagineschools.com","K-9 ","980"
"SARASOTA","106","IMAGINE SCHOOL AT PALMER RANCH","ALISA WRIGHT","6220 McIntosh Road","SARASOTA","FL","34238","(941) 257-1124","(941) 923-1124","alisa.wright@imaineschools.com","PREK-8 ","622"
"SARASOTA","90","ISLAND VILLAGE MONTESSORI SCHOOL","KYM ELDER","2001 PINEBROOK RD","VENICE","FL","34292-1560","(941) 484-4999","(941) 484-2150",,"K-8 ","496"
"SARASOTA","74","SARASOTA MILITARY ACADEMY","DANIEL KENNEDY","801 N ORANGE AVE","SARASOTA","FL","34236-4116","(941) 926-1700","(941) 926-1701","daniel_kennedy@sarasota.k12.fl.us","9-12 ","893"
"SARASOTA","83","SARASOTA SCHOOL OF ARTS/SCIENCES","TARA TAHMOSH NEWELL","645 CENTRAL AVE","SARASOTA","FL","34236","(941) 330-1855","(941) 330-1835",,"6-8 ","755"
"SARASOTA","100","SARASOTA SUNCOAST ACADEMY","STEVEN CRUMP","8084 Hawkins Road","Sarasota","FL","34231","(941) 924-4242","(941) 924-8282",,"K-5 ","441"
"SARASOTA","110","SKY ACADEMY","OLEK BULA","701 CENTER RD","VENICE","FL","34285","(941) 492-9622",,"obula@veniceymca.org","8-9 ","170"
"SARASOTA","102","STUDENT LEADERSHIP ACADEMY","VICKIE MARBLE","200 FIELD AVE E","VENICE","FL","34234","(941) 485-5551","(941) 485-2694",,"6-8 ","323"
"SARASOTA","81","SUNCOAST SCHOOL FOR INNOVATIVE STUDIES","STEPHEN EVANS","1300 South Tuttle Avenue","Sarasota","FL","34239","(941) 952-5277","(941) 952-5087",,"PREK-8 ","355"
"SEMINOLE","9229","CHOICES IN LEARNING CHARTER","JANET KEARNEY","893 East State Road 434","Longwood","FL","32750","(407) 331-8477","(407) 331-5075","Janet.Kearney@choicesinlearning.org","K-5 ","647"
