"School Name","School Code","Headmaster","Address","City","State","Zip Code","Zip Code + 4","Phone","Fax","Email"
"VAUGHN SCHOOL THE","4085","DEBI NOWAKOWSKI","1600 7TH AVE S STE 500","BIRMINGHAM","AL","35233","1711","205-939-9651","999-999-9999","nonesupplied@noreply.com"
"ALABAMA BAPTIST CHILDREN'S HOME","4104","BOBBY JOE SMITH","6512 GRELOT RD","MOBILE","AL","36695","2657","251-639-1022","999-999-9999","bjsmith@abchome.org"
"BIRMINGHAM CATHOLIC SCHOOLS","0000","SR LEANNE WELCH","2121 THIRD AVENUE NORTH","BIRMINGHAM","AL","35203","0000","205-838-8308","999-999-9999","nonesupplied@noreply.com"
"CATHOLIC HIGH SCHOOL-HUNTSVILLE","0025","MR VINCENT SALVADOR AQUILA","7301 OLD MADISON PIKE NW","HUNTSVILLE","AL","35806","2113","256-430-1760","999-999-9999","vaquila@jp2falcons.org"
"HOLY FAMILY ELEM SCHOOL","0030","CHANDRA FARRIER","1916 19TH STREET ENSLEY","BIRMINGHAM","AL","35218","2098","205-780-5858",,"nonesupplied@noreply.com"
"JOHN CARROLL CATHOLIC HIGH SCHOOL","0035","REV JOHN G MCDONALD","300 LAKESHORE PKWY","BIRMINGHAM","AL","35209","7114","205-940-2400",,"principal@jcchs.org"
"HOLY SPIRIT REGIONAL SCHOOL","0060","JAMES BELL","619 AIRPORT RD SW","HUNTSVILLE","AL","35802","4358","256-881-4852","256-881-4904","nonesupplied@noreply.com"
"HOLY FAMILY CRISTO REY HIGH SCHOOL","0065","MR ELBERT MORROW","2001 19TH STREET ENSLEY","BIRMINGHAM","AL","35218","2099","205-789-9937","205-787-8530","emorrow@hfcristorey.org"
"HOLY SPIRIT HIGH SCHOOL","0070","SR ELAINE SEBERA","601 JAMES I HARRISON JR PKWY E","TUSCALOOSA","AL","35405","3208","205-553-5606","999-999-9999","jhalli@holyspirit-al.com"
"OUR LADY OF FATIMA ELEMENTARY SCHOOL","0080","MRS VELDA BENJAMIN GILYOT","630 1ST ST S","BIRMINGHAM","AL","35205","4299","205-251-8395","999-999-9999","veebeegee@charter.net"
"OUR LADY OF THE VALLEY SCH","0085","MRS SANDRA RODEN","5510 DOUBLE OAK LN","BIRMINGHAM","AL","35242","3513","205-991-3703","205-995-1251","sroden@olvsch.com"
"OUR LADY OF SORROWS SCHOOL","0090","MARY JANE DORN","1720 OXMOOR RD","BIRMINGHAM","AL","35209","4097","205-879-3237","205-879-9332","mjdorn@olsschool.com"
"OUR LADY OF LOURDES KINDERGARTEN","0095","MS ELIZABETH S ABTS","980 HUFFMAN RD","BIRMINGHAM","AL","35215","7899","205-836-1218","205-836-5436","ollkindergarten@bham.rr.com"
"SACRED HEART SCHOOL","0110","CHARLES MANISCALCO","16 MORTON RD","FT MCCLELLAN","AL","36205","3447","256-237-4231","256-241-2353","principal@sacredheartcardinals.org"
"SACRED HEART SCHOOL","0120","ERNEST W. HAUK","112 2ND AVE SE","CULLMAN","AL","35055","3512","256-734-4563","256-734-5882","office@shscullman.com"
"SAINT ALOYSIUS SCHOOL","0130","STEPHANIE BURKE","751A ACADEMY DR","BESSEMER","AL","35022","5276","205-425-0045","999-999-9999","principalburke@gmail.com"
"ST ANN CATHOLIC SCHOOL","0140","MRS CHRISTINE C WRIGHT","3910 SPRING AVE SW # A","DECATUR","AL","35603","1294","256-353-6543","256-353-0705","cwright@saintanndecatur.org"
"ST BARNABAS SCHOOL","0150","SR BRENDA MONAHAN","7901 1ST AVE N","BIRMINGHAM","AL","35206","3842","205-836-5385","999-999-9999","stbarnabasrs@gmail.com"
"ST FRANCIS XAVIER","0170","MR JAMES NATHAN WRIGHT III","2 XAVIER CIR","BIRMINGHAM","AL","35213","2026","205-871-1687","205-871-1674","office@saintfrancisxavierschool.com"
"ST FRANCIS XAVIER PRESCHOOL","0171","MS JOY MUELLER","2 XAVIER CIR","BIRMINGHAM","AL","35213","2026","256-879-5596","999-999-9999","nonesupplied@noreply.com"
"ST JAMES CATHOLIC SCHOOL","0180","MR JOHN FRANCIS PARKER","700 ALBERT RAINS BLVD","GADSDEN","AL","35901","2564","256-546-0132","999-999-9999","jparker@stjamesgadsden.org"
"ST JOHN THE BAPTIST CATHOLIC","0185","SHERRY LEWIS","1057 HUGHES RD","MADISON","AL","35758","6403","256-722-0772","256-722-0151","slewis@stjohnb.com"
"ST JOSEPH REGIONAL CATHOLIC SCHOOL","0200","MRS KELLEY MARIE DEWBERRY","115 PLUM ST","FLORENCE","AL","35630","4877","256-766-1923","999-999-9999","nonesupplied@noreply.com"
"ST MARYS","0240","RONALD R BELL","6124 MYRON MASSEY BLVD","FAIRFIELD","AL","35064","2529","205-923-5161","205-923-5141","nonesupplied@noreply.com"
"ST PETERS CHILD DEVELOPMENT CENTER","0255","MRS LORRIE STEELE","2061 PATTON CHAPEL RD","BIRMINGHAM","AL","35216","5781","205-620-5953","205-995-1251","stpeterscdc@bellsouth.net"
"PRINCE OF PEACE CATHOLIC SCHOOL","1801","CONNIE JUDGE ANGSTADT","4650 PRESERVE PKWY","HOOVER","AL","35226","2009","205-824-7886","205-824-2093","cangstadt@popcatholic.org"
"HOLY FAMILY REGIONAL SCHOOL","3065","MS PATRICIA LEE KUHN","2300 BEASLEY AVE NW","HUNTSVILLE","AL","35816","4004","256-539-5221","999-999-9999","pkuhn@holy-family-school.com"
"HOLY SPIRIT CATHOLIC REGIONAL SCHOOL ELEMENTARY","3066","LISA CORONA","711 JAMES I HARRISON JR PKWY E","TUSCALOOSA","AL","35405","3209","205-553-9630",,"lcorona@holyspirit-al.com"
"MOBILE CATHOLIC SCHOOLS","0000","MS GWEN BYRD","308 S DEARBORN ST","MOBILE","AL","36603","1810","334-438-4611","999-999-9999","nonesupplied@noreply.com"
"CHRIST THE KING SCHOOL","0010","MAXWELL J CRAIN","PO BOX 1890","DAPHNE","AL","36526","1890","251-626-1692",,"mcrain@mobilearchdiocese.org"
"CORPUS CHRISTI SCHOOL","0020","MS JOAN T MCMULLEN","6300 MCKENNA DR STE C","MOBILE","AL","36608","3899","251-342-5474","251-380-0325","jmcmullen@corpuschristiparish.com"
"LITTLE FLOWER CATHOLIC SCHOOL","0040","MS CLARA ANN BRUNK","2103 GOVERNMENT ST","MOBILE","AL","36606","1694","251-479-5761","999-999-9999","cbrunk@littleflower.cc"
"MCGILL-TOOLEN HIGH SCHOOL","0050","MICHELLE T HAAS JR","1501 OLD SHELL RD","MOBILE","AL","36604","2291","251-445-2900","251-441-0833","haasm@mcgill.pvt.k12.al.us"
"MONTGOMERY CATHOLIC PREPARATORY SCHOOL - HIGH SCHOOL CAMPUS","0060","MRS ANNE O. CEASAR","5350 VAUGHN ROAD","MONTGOMERY","AL","36116","1153","334-272-7220","334-272-2440","ACeasar@montgomerycatholic.org"
"MONTGOMERY CATHOLIC PREPARATORY SCHOOL - MIDDLE SCHOOL CAMPUS","0061","MRS ANNE O. CEASAR","5350 VAUGHN ROAD","MONTGOMERY","AL","36116","1153","334-272-7220","334-272-2440","ACeasar@montgomerycatholic.org"
"MOST PURE HEART OF MARY SCH","0070","SR NANCY CROSSEN","310 SENGSTAK ST","MOBILE","AL","36603","6298","251-432-5270","999-999-9999","secretary@mphom.org"
"MOTHER MARY SCHOOL","0080","SR CECELIA HARRISON","318 SEALE RD STE A","PHENIX CITY","AL","36869","6924","334-298-6371","334-298-7934","mmcs3342986371@aol.com"
"RESURRECTION CATHOLIC SCHOOL","0120","SR GAIL TRIPPETT","2815 FORBES DR","MONTGOMERY","AL","36110","1399","334-230-1973","334-265-7988","srgtrippett@rcmsouth.org"
"MONTGOMERY CATHOLIC PREPARATORY SCHOOL - ST BEDE CAMPUS","0130","MRS ANNE O. CEASAR","3850 ATLANTA HIGHWAY","MONTGOMERY","AL","36109","3626","334-272-7220","334-272-2440","ACeasar@montgomerycatholic.org"
"ST BENEDICT SCHOOL","0140","MRS JAIVI ANN HOWELL","PO BOX 819","ELBERTA","AL","36530","0819","251-986-8143","999-999-9999","jhowell@saintbenedict.net"
"ST DOMINIC SCHOOL","0160","MRS LINDA MATHIAS","4160 BURMA RD","MOBILE","AL","36693","4499","251-661-5226","999-999-9999","lmathias@stdominicmobile.org"
"ST IGNATIUS SCHOOL","0170","MR GARY L BLACKBURN","3650 SPRING HILL AVE","MOBILE","AL","36608","5797","251-445-6744","999-999-9999","blackburng@stignatius.org"
"ST JOSEPH CATHOLIC SCHOOL","0215","MS MARJORIE REESE","2009 W MONTGOMERY RD","TUSKEGEE INSTITUTE","AL","36088","2499","334-727-0620","999-999-9999","sjstus@gmail.com"
"ST JUDE EDUCATIONAL INST","0220","MRS WANDA S. TWITTY","2048 W FAIRVIEW AVE","MONTGOMERY","AL","36108","4196","334-264-5376","999-999-9999","wanda.twitty@stjudeei.org"
"ST JUDE HIGH SCHOOL","0230","SR MARY BETH KUBERA","2048 W FAIRVIEW AVE","MONTGOMERY","AL","36108","4198","334-264-5376","334-264-6669","st.jude@mindspring.com"
"ST MARY SCHOOL","0250","MRS DEBORAH DOLAN OLLIS","107 N LAFAYETTE ST","MOBILE","AL","36604","2295","251-433-9904","251-438-9069","dollis@stmarymobile.org"
"ST PATRICK SCHOOL","0280","MR DOMINADOR H. MANIO JR","2701 40TH STREET","PHENIX CITY","AL","36867","2448","334-298-3408","999-999-9999","stpatspc@yahoo.com"
"ST PATRICK'S SCHOOL","0285","SR MARGARET MARY HARTE","PO BOX 609","ROBERTSDALE","AL","36567","0609","251-947-7395","999-999-9999","mharte@mobilearchdiocese.org"
"ST PIUS X SCHOOL","0290","MS LAUREN KELLER ALVAREZ","217 S SAGE AVE","MOBILE","AL","36606","3618","251-473-5004","251-473-5008","lalvarez@mobilearchdiocese.org"
"ST VINCENT DE PAUL SCHOOL","0335","MRS MARY B MCLENDON","6571 LARKSPUR DR","MOBILE","AL","36619","1563","251-666-8022","251-666-1296","svsschool@comcast.net"

